schema,table,column,data_type,enum_allowed_values,is_nullable,column_default,is_identity,generated_kind,is_primary_key,is_unique,fk_schema,fk_table,fk_column,check_expression
pgsodium,key,expires,timestamp with time zone,null,true,null,false,null,false,false,null,null,null,"CHECK ((length(key_context) = 8)) AND CHECK (
CASE
    WHEN (raw_key IS NOT NULL) THEN ((key_id IS NULL) AND (key_context IS NULL) AND (parent_key IS NOT NULL))
    ELSE ((key_id IS NOT NULL) AND (key_context IS NOT NULL) AND (parent_key IS NULL))
END)"
pgsodium,key,key_type,pgsodium.key_type,"aead-ietf, aead-det, hmacsha512, hmacsha256, auth, shorthash, generichash, kdf, secretbox, secretstream, stream_xchacha20",true,null,false,null,false,true,null,null,null,"CHECK ((length(key_context) = 8)) AND CHECK (
CASE
    WHEN (raw_key IS NOT NULL) THEN ((key_id IS NULL) AND (key_context IS NULL) AND (parent_key IS NOT NULL))
    ELSE ((key_id IS NOT NULL) AND (key_context IS NOT NULL) AND (parent_key IS NULL))
END)"
pgsodium,key,key_id,bigint,null,true,nextval('pgsodium.key_key_id_seq'::regclass),false,null,false,true,null,null,null,"CHECK ((length(key_context) = 8)) AND CHECK (
CASE
    WHEN (raw_key IS NOT NULL) THEN ((key_id IS NULL) AND (key_context IS NULL) AND (parent_key IS NOT NULL))
    ELSE ((key_id IS NOT NULL) AND (key_context IS NOT NULL) AND (parent_key IS NULL))
END)"
pgsodium,key,key_context,bytea,null,true,'\x7067736f6469756d'::bytea,false,null,false,true,null,null,null,"CHECK ((length(key_context) = 8)) AND CHECK (
CASE
    WHEN (raw_key IS NOT NULL) THEN ((key_id IS NULL) AND (key_context IS NULL) AND (parent_key IS NOT NULL))
    ELSE ((key_id IS NOT NULL) AND (key_context IS NOT NULL) AND (parent_key IS NULL))
END)"
pgsodium,key,name,text,null,true,null,false,null,false,true,null,null,null,"CHECK ((length(key_context) = 8)) AND CHECK (
CASE
    WHEN (raw_key IS NOT NULL) THEN ((key_id IS NULL) AND (key_context IS NULL) AND (parent_key IS NOT NULL))
    ELSE ((key_id IS NOT NULL) AND (key_context IS NOT NULL) AND (parent_key IS NULL))
END)"
pgsodium,key,associated_data,text,null,true,'associated'::text,false,null,false,false,null,null,null,"CHECK ((length(key_context) = 8)) AND CHECK (
CASE
    WHEN (raw_key IS NOT NULL) THEN ((key_id IS NULL) AND (key_context IS NULL) AND (parent_key IS NOT NULL))
    ELSE ((key_id IS NOT NULL) AND (key_context IS NOT NULL) AND (parent_key IS NULL))
END)"
pgsodium,key,raw_key,bytea,null,true,null,false,null,false,false,null,null,null,"CHECK ((length(key_context) = 8)) AND CHECK (
CASE
    WHEN (raw_key IS NOT NULL) THEN ((key_id IS NULL) AND (key_context IS NULL) AND (parent_key IS NOT NULL))
    ELSE ((key_id IS NOT NULL) AND (key_context IS NOT NULL) AND (parent_key IS NULL))
END)"
pgsodium,key,raw_key_nonce,bytea,null,true,null,false,null,false,false,null,null,null,"CHECK ((length(key_context) = 8)) AND CHECK (
CASE
    WHEN (raw_key IS NOT NULL) THEN ((key_id IS NULL) AND (key_context IS NULL) AND (parent_key IS NOT NULL))
    ELSE ((key_id IS NOT NULL) AND (key_context IS NOT NULL) AND (parent_key IS NULL))
END)"
pgsodium,key,parent_key,uuid,null,true,null,false,null,false,false,pgsodium,key,id,"CHECK ((length(key_context) = 8)) AND CHECK (
CASE
    WHEN (raw_key IS NOT NULL) THEN ((key_id IS NULL) AND (key_context IS NULL) AND (parent_key IS NOT NULL))
    ELSE ((key_id IS NOT NULL) AND (key_context IS NOT NULL) AND (parent_key IS NULL))
END)"
pgsodium,key,comment,text,null,true,null,false,null,false,false,null,null,null,"CHECK ((length(key_context) = 8)) AND CHECK (
CASE
    WHEN (raw_key IS NOT NULL) THEN ((key_id IS NULL) AND (key_context IS NULL) AND (parent_key IS NOT NULL))
    ELSE ((key_id IS NOT NULL) AND (key_context IS NOT NULL) AND (parent_key IS NULL))
END)"
